"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_edition_year_value","field_edition_year_format"
"node","edition",0,2507,2507,"und",0,"1788",NULL
"node","edition",0,2508,2508,"und",0,"1994",NULL
"node","edition",0,2509,2509,"und",0,"1799",NULL
"node","edition",0,2510,2510,"und",0,"1813",NULL
"node","edition",0,2511,2511,"und",0,"1815",NULL
"node","edition",0,2512,2512,"und",0,"1817",NULL
"node","edition",0,2513,2513,"und",0,"1808",NULL
"node","edition",0,2514,2514,"und",0,"תק\"ן",NULL
"node","edition",0,2515,2515,"und",0,"1800",NULL
"node","edition",0,2516,2516,"und",0,"1806",NULL
"node","edition",0,2517,2517,"und",0,"1814",NULL
"node","edition",0,2518,2518,"und",0,"1790",NULL
"node","edition",0,2519,2519,"und",0,"תקס\"ה (1805)",NULL
"node","edition",0,2520,2520,"und",0,"1809",NULL
"node","edition",0,2521,2521,"und",0,"1817",NULL
"node","edition",0,2522,2522,"und",0,"1826",NULL
"node","edition",0,2523,2523,"und",0,"1834",NULL
"node","edition",0,2524,2524,"und",0,"1854",NULL
"node","edition",0,2525,2525,"und",0,"1860",NULL
"node","edition",0,2526,2526,"und",0,"1863",NULL
"node","edition",0,2527,2527,"und",0,"תרכ\"ד",NULL
"node","edition",0,2528,2528,"und",0,"1881",NULL
"node","edition",0,2529,2529,"und",0,"תרנ\"ד",NULL
"node","edition",0,2530,2530,"und",0,"1967",NULL
"node","edition",0,2531,2531,"und",0,"תקס\"ב",NULL
"node","edition",0,2532,2532,"und",0,"תקס\"ו",NULL
"node","edition",0,2533,2533,"und",0,"תקס\"ט",NULL
"node","edition",0,2534,2534,"und",0,"תקע\"א",NULL
"node","edition",0,2535,2535,"und",0,"1816",NULL
"node","edition",0,2536,2536,"und",0,"1820",NULL
"node","edition",0,2537,2537,"und",0,"1825",NULL
"node","edition",0,2538,2538,"und",0,"1827",NULL
"node","edition",0,2539,2539,"und",0,"1836",NULL
"node","edition",0,2540,2540,"und",0,"1842",NULL
"node","edition",0,2541,2541,"und",0,"1849",NULL
"node","edition",0,2542,2542,"und",0,"1849",NULL
"node","edition",0,2543,2543,"und",0,"1851",NULL
"node","edition",0,2544,2544,"und",0,"1851",NULL
"node","edition",0,2545,2545,"und",0,"1865",NULL
"node","edition",0,2546,2546,"und",0,"תרל\"א",NULL
"node","edition",0,2547,2547,"und",0,"תרל\"ג",NULL
"node","edition",0,2548,2548,"und",0,"1874",NULL
"node","edition",0,2549,2549,"und",0,"1883",NULL
"node","edition",0,2550,2550,"und",0,"1883",NULL
"node","edition",0,2551,2551,"und",0,"1898",NULL
"node","edition",0,2552,2552,"und",0,"תקס\"ו",NULL
"node","edition",0,2553,2553,"und",0,"תקס\"ט",NULL
"node","edition",0,2554,2554,"und",0,"תקע\"א",NULL
"node","edition",0,2555,2555,"und",0,"1816",NULL
"node","edition",0,2556,2556,"und",0,"1820",NULL
"node","edition",0,2557,2557,"und",0,"1827",NULL
"node","edition",0,2558,2558,"und",0,"1836",NULL
"node","edition",0,2559,2559,"und",0,"1842",NULL
"node","edition",0,2560,2560,"und",0,"1849",NULL
"node","edition",0,2561,2561,"und",0,"1851",NULL
"node","edition",0,2562,2562,"und",0,"1874",NULL
"node","edition",0,2563,2563,"und",0,"1883",NULL
"node","edition",0,2564,2564,"und",0,"תקמ\"ו",NULL
"node","edition",0,2565,2565,"und",0,"תקנ\"ו",NULL
"node","edition",0,2566,2566,"und",0,"תק\"ס",NULL
"node","edition",0,2567,2567,"und",0,"תקס\"ז",NULL
"node","edition",0,2568,2568,"und",0,"תקמ\"ב",NULL
"node","edition",0,2569,2569,"und",0,"תקפ\"ז",NULL
"node","edition",0,2570,2570,"und",0,"תרמ\"ו",NULL
"node","edition",0,2571,2571,"und",0,"תקנ\"ד",NULL
"node","edition",0,2572,2572,"und",0,"תקמ\"ד",NULL
"node","edition",0,2573,2573,"und",0,"תקפ\"ז",NULL
"node","edition",0,2574,2574,"und",0,"תרמ\"ו",NULL
"node","edition",0,2575,2575,"und",0,"תקמ\"ה",NULL
"node","edition",0,2576,2576,"und",0,"תקפ\"ז",NULL
"node","edition",0,2577,2577,"und",0,"תרמ\"ו",NULL
"node","edition",0,2578,2578,"und",0,"תקנז",NULL
"node","edition",0,2579,2579,"und",0,"תקס\"ז",NULL
"node","edition",0,2580,2580,"und",0,"תק\"ע",NULL
"node","edition",0,2581,2581,"und",0,"תקמ\"ח",NULL
"node","edition",0,2582,2582,"und",0,"תקמ\"ו",NULL
"node","edition",0,2583,2583,"und",0,"1795",NULL
"node","edition",0,2584,2584,"und",0,"תקנ\"ו",NULL
"node","edition",0,2586,2586,"und",0,"תרכ\"ז",NULL
"node","edition",0,2587,2587,"und",0,"1796",NULL
"node","edition",0,2588,2588,"und",0,"1826",NULL
"node","edition",0,2589,2589,"und",0,"1837",NULL
"node","edition",0,2590,2590,"und",0,"1871",NULL
"node","edition",0,2591,2591,"und",0,"1874",NULL
"node","edition",0,2592,2592,"und",0,"1879",NULL
"node","edition",0,2593,2593,"und",0,"1883",NULL
"node","edition",0,2594,2594,"und",0,"1884",NULL
"node","edition",0,2595,2595,"und",0,"1908/9",NULL
"node","edition",0,2596,2596,"und",0,"1912",NULL
"node","edition",0,2597,2597,"und",0,"1925",NULL
"node","edition",0,2598,2598,"und",0,"תקנז",NULL
"node","edition",0,2599,2599,"und",0,"1771",NULL
"node","edition",0,2600,2600,"und",0,"תקמט",NULL
"node","edition",0,2601,2601,"und",0,"תקע",NULL
"node","edition",0,2602,2602,"und",0,"תקעג",NULL
"node","edition",0,2603,2603,"und",0,"1808",NULL
"node","edition",0,2604,2604,"und",0,"תקע\"ז",NULL
"node","edition",0,2605,2605,"und",0,"1823",NULL
"node","edition",0,2606,2606,"und",0,"1810",NULL
"node","edition",0,2607,2607,"und",0,"תקע\"ז",NULL
"node","edition",0,2608,2608,"und",0,"1823",NULL
"node","edition",0,2609,2609,"und",0,"תקע\"ב",NULL
"node","edition",0,2610,2610,"und",0,"1794",NULL
"node","edition",0,2611,2611,"und",0,"1820",NULL
"node","edition",0,2612,2612,"und",0,"1822",NULL
"node","edition",0,2613,2613,"und",0,"1825",NULL
"node","edition",0,2614,2614,"und",0,"1829",NULL
"node","edition",0,2615,2615,"und",0,"1871",NULL
"node","edition",0,2616,2616,"und",0,"1885",NULL
"node","edition",0,2617,2617,"und",0,"1906",NULL
"node","edition",0,2618,2618,"und",0,"תקנב",NULL
"node","edition",0,2619,2619,"und",0,"1834",NULL
"node","edition",0,2620,2620,"und",0,"תקצה",NULL
"node","edition",0,2621,2621,"und",0,"תרח",NULL
"node","edition",0,2622,2622,"und",0,"תריד",NULL
"node","edition",0,2623,2623,"und",0,"1886",NULL
"node","edition",0,2624,2624,"und",0,"תרפו",NULL
"node","edition",0,2625,2625,"und",0,"1799",NULL
"node","edition",0,2626,2626,"und",0,"1789",NULL
"node","edition",0,2627,2627,"und",0,"תקנ\"ב",NULL
"node","edition",0,2628,2628,"und",0,"תקמ\"ה",NULL
"node","edition",0,2629,2629,"und",0,"תקמ\"ו",NULL
"node","edition",0,2630,2630,"und",0,"תקנ\"א",NULL
"node","edition",0,2631,2631,"und",0,"תקנ\"ב",NULL
"node","edition",0,2632,2632,"und",0,"תקנ\"ה",NULL
"node","edition",0,2633,2633,"und",0,"תקנ\"ה",NULL
"node","edition",0,2634,2634,"und",0,"1795",NULL
"node","edition",0,2635,2635,"und",0,"תקנ\"ז",NULL
"node","edition",0,2636,2636,"und",0,"תקנ\"ח",NULL
"node","edition",0,2637,2637,"und",0,"תק\"ס",NULL
"node","edition",0,2638,2638,"und",0,"תקס\"ג",NULL
"node","edition",0,2639,2639,"und",0,"תקס\"ד",NULL
"node","edition",0,2640,2640,"und",0,"תקס\"ה",NULL
"node","edition",0,2641,2641,"und",0,"תקס\"ו",NULL
"node","edition",0,2642,2642,"und",0,"תקס\"ח",NULL
"node","edition",0,2643,2643,"und",0,"תק\"ע",NULL
"node","edition",0,2644,2644,"und",0,"תק\"ע",NULL
"node","edition",0,2645,2645,"und",0,"תקע\"ב",NULL
"node","edition",0,2646,2646,"und",0,"תקע\"ה",NULL
"node","edition",0,2647,2647,"und",0,"תקע\"ה",NULL
"node","edition",0,2648,2648,"und",0,"תקע\"ב",NULL
"node","edition",0,2649,2649,"und",0,"תקע\"ז",NULL
"node","edition",0,2650,2650,"und",0,"תקע\"ט",NULL
"node","edition",0,2651,2651,"und",0,"תקפ\"ה",NULL
"node","edition",0,2652,2652,"und",0,"תקצ\"ד",NULL
"node","edition",0,2653,2653,"und",0,"1851",NULL
"node","edition",0,2654,2654,"und",0,"תקנ\"ז",NULL
"node","edition",0,2655,2655,"und",0,"1995",NULL
"node","edition",0,2656,2656,"und",0,"תקנ\"ג",NULL
"node","edition",0,2657,2657,"und",0,"תקנ\"ו",NULL
"node","edition",0,2658,2658,"und",0,"1808",NULL
"node","edition",0,2659,2659,"und",0,"תקע\"ח",NULL
"node","edition",0,2660,2660,"und",0,"תש\"ן",NULL
"node","edition",0,2661,2661,"und",0,"תקנ\"ח",NULL
"node","edition",0,2662,2662,"und",0,"תקמ\"ו",NULL
"node","edition",0,2663,2663,"und",0,"תקמ\"ח",NULL
"node","edition",0,2664,2664,"und",0,"1818",NULL
"node","edition",0,2665,2665,"und",0,"תקע\"ט",NULL
"node","edition",0,2666,2666,"und",0,"תקפ\"ה",NULL
"node","edition",0,2667,2667,"und",0,"תרי\"א",NULL
"node","edition",0,2668,2668,"und",0,"1856",NULL
"node","edition",0,2669,2669,"und",0,"תרי\"ח",NULL
"node","edition",0,2670,2670,"und",0,"תשס\"ב",NULL
"node","edition",0,2671,2671,"und",0,"1787",NULL
"node","edition",0,2672,2672,"und",0,"1803",NULL
"node","edition",0,2673,2673,"und",0,"1784",NULL
"node","edition",0,2674,2674,"und",0,"1815",NULL
"node","edition",0,2675,2675,"und",0,"תשמ\"ה",NULL
"node","edition",0,2676,2676,"und",0,"תקמ\"ה",NULL
"node","edition",0,2677,2677,"und",0,"1800",NULL
"node","edition",0,2678,2678,"und",0,"1804",NULL
"node","edition",0,2679,2679,"und",0,"1808",NULL
"node","edition",0,2680,2680,"und",0,"1817",NULL
"node","edition",0,2681,2681,"und",0,"1819",NULL
"node","edition",0,2682,2682,"und",0,"1825",NULL
"node","edition",0,2683,2683,"und",0,"1863",NULL
"node","edition",0,2684,2684,"und",0,"תרי\"ט",NULL
"node","edition",0,2685,2685,"und",0,"1796",NULL
"node","edition",0,2686,2686,"und",0,"1835",NULL
"node","edition",0,2687,2687,"und",0,"תקנ\"ד",NULL
"node","edition",0,2688,2688,"und",0,"תקמ\"ט",NULL
"node","edition",0,2689,2689,"und",0,"תקסה",NULL
"node","edition",0,2690,2690,"und",0,"תקסו",NULL
"node","edition",0,2691,2691,"und",0,"תקפז",NULL
"node","edition",0,2692,2692,"und",0,"תקמח",NULL
"node","edition",0,2693,2693,"und",0,"תקנ\"ו",NULL
"node","edition",0,2694,2694,"und",0,"תקנז",NULL
"node","edition",0,2695,2695,"und",0,"(?) תקנ\"ח",NULL
"node","edition",0,2696,2696,"und",0,"תקפ\"ה",NULL
"node","edition",0,2697,2697,"und",0,"תקצ\"ב",NULL
"node","edition",0,2698,2698,"und",0,"תקצ\"ג",NULL
"node","edition",0,2699,2699,"und",0,"תקצ\"ט",NULL
"node","edition",0,2700,2700,"und",0,"תר\"א",NULL
"node","edition",0,2701,2701,"und",0,"תר\"ז",NULL
"node","edition",0,2702,2702,"und",0,"תר\"ח",NULL
"node","edition",0,2703,2703,"und",0,"תרי\"ב",NULL
"node","edition",0,2704,2704,"und",0,"תרי\"ב",NULL
"node","edition",0,2705,2705,"und",0,"תרי\"ח",NULL
"node","edition",0,2706,2706,"und",0,"תרי\"ט",NULL
"node","edition",0,2707,2707,"und",0,"תר\"ך",NULL
"node","edition",0,2708,2708,"und",0,"תרכ\"ג",NULL
"node","edition",0,2709,2709,"und",0,"תרמ\"ג",NULL
"node","edition",0,2710,2710,"und",0,"תר\"ן",NULL
"node","edition",0,2711,2711,"und",0,"תרנ\"ב",NULL
"node","edition",0,2712,2712,"und",0,"תקנ\"ד",NULL
"node","edition",0,2713,2713,"und",0,"1795",NULL
"node","edition",0,2714,2714,"und",0,"1802",NULL
"node","edition",0,2715,2715,"und",0,"1808/09",NULL
"node","edition",0,2716,2716,"und",0,"1817",NULL
"node","edition",0,2717,2717,"und",0,"1831/32",NULL
"node","edition",0,2718,2718,"und",0,"1836",NULL
"node","edition",0,2719,2719,"und",0,"1837",NULL
"node","edition",0,2720,2720,"und",0,"1846",NULL
"node","edition",0,2721,2721,"und",0,"1848",NULL
"node","edition",0,2722,2722,"und",0,"1860-62",NULL
"node","edition",0,2723,2723,"und",0,"1861",NULL
"node","edition",0,2724,2724,"und",0,"1861",NULL
"node","edition",0,2725,2725,"und",0,"1875",NULL
"node","edition",0,2726,2726,"und",0,"1915",NULL
"node","edition",0,2727,2727,"und",0,"1974",NULL
"node","edition",0,2728,2728,"und",0,"2001-2006",NULL
"node","edition",0,2729,2729,"und",0,"1993",NULL
"node","edition",0,2730,2730,"und",0,"תקס\"ה",NULL
"node","edition",0,2731,2731,"und",0,"תק\"ע",NULL
"node","edition",0,2732,2732,"und",0,"תקצ\"ה",NULL
"node","edition",0,2733,2733,"und",0,"1744",NULL
"node","edition",0,2734,2734,"und",0,"1796",NULL
"node","edition",0,2735,2735,"und",0,"1826",NULL
"node","edition",0,2736,2736,"und",0,"תקצ\"ד",NULL
"node","edition",0,2737,2737,"und",0,"1855",NULL
"node","edition",0,2738,2738,"und",0,"תרכ\"ה",NULL
"node","edition",0,2739,2739,"und",0,"1884",NULL
"node","edition",0,2740,2740,"und",0,"תרמ\"ח",NULL
"node","edition",0,2741,2741,"und",0,"תרי\"א",NULL
"node","edition",0,2742,2742,"und",0,"תשמ\"ט",NULL
"node","edition",0,2743,2743,"und",0,"1995",NULL
"node","edition",0,2744,2744,"und",0,"תשנ\"ו",NULL
"node","edition",0,2745,2745,"und",0,"1997",NULL
"node","edition",0,2746,2746,"und",0,"1993",NULL
"node","edition",0,2747,2747,"und",0,"תקס\"ג",NULL
"node","edition",0,2748,2748,"und",0,"תק\"ף",NULL
"node","edition",0,2749,2749,"und",0,"תקמ\"ה",NULL
"node","edition",0,2750,2750,"und",0,"תקמ\"ג",NULL
"node","edition",0,2751,2751,"und",0,"תשנ\"ג",NULL
"node","edition",0,2752,2752,"und",0,"1791",NULL
"node","edition",0,2753,2753,"und",0,"תקנ\"ט",NULL
"node","edition",0,2754,2754,"und",0,"1821",NULL
"node","edition",0,2755,2755,"und",0,"1869",NULL
"node","edition",0,2756,2756,"und",0,"תקמ\"ט",NULL
"node","edition",0,2757,2757,"und",0,"1869",NULL
"node","edition",0,2758,2758,"und",0,"1811",NULL
"node","edition",0,2759,2759,"und",0,"1849",NULL
"node","edition",0,2760,2760,"und",0,"תקסט",NULL
"node","edition",0,2761,2761,"und",0,"1840",NULL
"node","edition",0,2762,2762,"und",0,"1844",NULL
"node","edition",0,2763,2763,"und",0,"1853",NULL
"node","edition",0,2764,2764,"und",0,"תקנא",NULL
"node","edition",0,2765,2765,"und",0,"תקסט",NULL
"node","edition",0,2766,2766,"und",0,"1840",NULL
"node","edition",0,2767,2767,"und",0,"1844",NULL
"node","edition",0,2768,2768,"und",0,"1853",NULL
"node","edition",0,2770,2770,"und",0,"תקסט",NULL
"node","edition",0,2771,2771,"und",0,"1840",NULL
"node","edition",0,2772,2772,"und",0,"1844",NULL
"node","edition",0,2773,2773,"und",0,"1853",NULL
"node","edition",0,2775,2775,"und",0,"תקסט",NULL
"node","edition",0,2776,2776,"und",0,"1840",NULL
"node","edition",0,2777,2777,"und",0,"1844",NULL
"node","edition",0,2778,2778,"und",0,"1853",NULL
"node","edition",0,2780,2780,"und",0,"תקסט",NULL
"node","edition",0,2781,2781,"und",0,"1840",NULL
"node","edition",0,2782,2782,"und",0,"1844",NULL
"node","edition",0,2783,2783,"und",0,"1853",NULL
"node","edition",0,2784,2784,"und",0,"1813",NULL
"node","edition",0,2785,2785,"und",0,"1812",NULL
"node","edition",0,2786,2786,"und",0,"1802",NULL
"node","edition",0,2787,2787,"und",0,"1807",NULL
"node","edition",0,2788,2788,"und",0,"1816",NULL
"node","edition",0,2789,2789,"und",0,"1825",NULL
"node","edition",0,2790,2790,"und",0,"1827",NULL
"node","edition",0,2791,2791,"und",0,"1828",NULL
"node","edition",0,2792,2792,"und",0,"1832",NULL
"node","edition",0,2793,2793,"und",0,"1838",NULL
"node","edition",0,2794,2794,"und",0,"1842",NULL
"node","edition",0,2795,2795,"und",0,"1850",NULL
"node","edition",0,2796,2796,"und",0,"1802",NULL
"node","edition",0,2797,2797,"und",0,"1807",NULL
"node","edition",0,2798,2798,"und",0,"1816",NULL
"node","edition",0,2799,2799,"und",0,"1825",NULL
"node","edition",0,2800,2800,"und",0,"1827",NULL
"node","edition",0,2801,2801,"und",0,"1828",NULL
"node","edition",0,2802,2802,"und",0,"1832",NULL
"node","edition",0,2803,2803,"und",0,"1838",NULL
"node","edition",0,2804,2804,"und",0,"1842",NULL
"node","edition",0,2805,2805,"und",0,"1850",NULL
"node","edition",0,2806,2806,"und",0,"1802",NULL
"node","edition",0,2807,2807,"und",0,"1807",NULL
"node","edition",0,2808,2808,"und",0,"1816",NULL
"node","edition",0,2809,2809,"und",0,"1825",NULL
"node","edition",0,2810,2810,"und",0,"1827",NULL
"node","edition",0,2811,2811,"und",0,"1828",NULL
"node","edition",0,2812,2812,"und",0,"1832",NULL
"node","edition",0,2813,2813,"und",0,"1838",NULL
"node","edition",0,2814,2814,"und",0,"1842",NULL
"node","edition",0,2815,2815,"und",0,"1850",NULL
"node","edition",0,2816,2816,"und",0,"1796",NULL
"node","edition",0,2817,2817,"und",0,"תקס\"ו",NULL
"node","edition",0,2818,2818,"und",0,"תק\"ע",NULL
"node","edition",0,2819,2819,"und",0,"1818",NULL
"node","edition",0,2820,2820,"und",0,"1827",NULL
"node","edition",0,2821,2821,"und",0,"תק\"צ",NULL
"node","edition",0,2822,2822,"und",0,"תקצ\"ב",NULL
"node","edition",0,2823,2823,"und",0,"תר\"כ",NULL
"node","edition",0,2824,2824,"und",0,"1866",NULL
"node","edition",0,2825,2825,"und",0,"תרל\"ב",NULL
"node","edition",0,2826,2826,"und",0,"1874",NULL
"node","edition",0,2827,2827,"und",0,"1875, תרל\"ד",NULL
"node","edition",0,2830,2830,"und",0,"1879",NULL
"node","edition",0,2831,2831,"und",0,"1883",NULL
"node","edition",0,2832,2832,"und",0,"1890",NULL
"node","edition",0,2833,2833,"und",0,"1912",NULL
